value,prediction,pH,fold
1.0,0.061172143,0.16640761281712646,0
0.0,-1.0251635,0.8594179109501565,0
0.0,-0.93262845,0.8594179109501565,0
0.0,-0.86150056,0.7029955865144155,0
1.0,-0.8345473,0.6435947038172987,0
0.0,-0.83544534,0.6455747332405359,0
0.0,-0.44764024,0.8594179109501565,0
0.0,-0.5289628,0.8594179109501565,0
0.0,-0.55236244,0.8594179109501565,0
0.0,-0.7614055,0.8594179109501565,0
0.0,-2.31394,0.46341202630271083,0
0.0,-2.4204018,0.6614149686264338,0
1.0,-2.2085156,0.2654090839789879,0
0.0,-2.5280168,0.8594179109501565,0
0.0,-2.2611055,0.36441055514084936,0
0.0,-2.367034,0.5624134974645723,0
0.0,-2.582292,0.958419382112018,0
0.0,-2.474058,0.7604164397882952,0
0.0,-0.43962947,0.8594179109501565,0
0.0,-1.7354763,0.46341202630271083,0
0.0,-1.8178523,0.6614149686264338,0
0.0,-1.7765675,0.5624134974645723,0
0.0,-1.859348,0.7604164397882952,0
1.0,-1.6945609,0.36441055514084936,0
1.0,-1.6538035,0.2654090839789879,0
0.0,-1.9010731,0.8594179109501565,0
0.0,-1.9430447,0.958419382112018,0
0.0,-2.912234,0.958419382112018,0
0.0,-2.574154,0.36441055514084936,0
0.0,-2.797925,0.7604164397882952,0
0.0,-2.5191479,0.2654090839789879,0
0.0,-2.7413948,0.6614149686264338,0
0.0,-2.6295214,0.46341202630271083,0
0.0,-2.8548677,0.8594179109501565,0
0.0,-2.6852646,0.5624134974645723,0
0.0,-2.1041703,0.2654090839789879,0
0.0,-2.2025428,0.46341202630271083,0
0.0,-2.1532516,0.36441055514084936,0
0.0,-2.2520585,0.5624134974645723,0
0.0,-2.301814,0.6614149686264338,0
0.0,-2.4526587,0.958419382112018,0
0.0,-2.3518229,0.7604164397882952,0
0.0,-2.4020998,0.8594179109501565,0
0.0,-1.3175391,0.8594179109501565,0
0.0,-1.9482076,0.46341202630271083,0
0.0,-2.1324618,0.8594179109501565,0
0.0,-1.9027114,0.36441055514084936,0
1.0,-2.0860245,0.7604164397882952,0
1.0,-2.0398474,0.6614149686264338,0
0.0,-2.1791759,0.958419382112018,0
1.0,-1.993914,0.5624134974645723,0
0.0,-1.8574085,0.2654090839789879,0
1.0,-0.0364272,0.16640761281712646,0
1.0,-0.5778039,0.8594179109501565,0
0.0,-0.18791287,0.8594179109501565,0
1.0,-0.9724392,0.8396176167177843,0
0.0,-0.56034416,0.16640761281712646,0
0.0,-0.49101147,0.8594179109501565,0
1.0,-0.38598222,0.6099342036222658,0
0.0,-1.1131414,0.8594179109501565,0
0.0,-2.2364795,0.958419382112018,0
0.0,-2.1893191,0.8594179109501565,0
0.0,-2.0494678,0.5624134974645723,0
0.0,-1.9117249,0.2654090839789879,0
0.0,-1.9574323,0.36441055514084936,0
0.0,-2.0033412,0.46341202630271083,0
0.0,-2.0958292,0.6614149686264338,0
0.0,-2.1424408,0.7604164397882952,0
0.0,-0.5994485,0.8594179109501565,0
0.0,-0.6775614,0.8594179109501565,0
0.0,-1.3954743,0.8594179109501565,0
0.0,-2.455896,0.8594179109501565,0
1.0,-2.1850405,0.36441055514084936,0
1.0,-2.1315455,0.2654090839789879,0
0.0,-2.4012246,0.7604164397882952,0
0.0,-2.5108454,0.958419382112018,0
1.0,-2.2387407,0.46341202630271083,0
0.0,-2.346818,0.6614149686264338,0
1.0,-2.2926614,0.5624134974645723,0
0.0,-0.4002464,0.8594179109501565,0
0.0,-1.0180179,0.8594179109501565,0
0.0,-2.2883606,0.6614149686264338,0
0.0,-2.1953435,0.46341202630271083,0
0.0,-2.4307299,0.958419382112018,0
0.0,-2.3828743,0.8594179109501565,0
0.0,-2.1036992,0.2654090839789879,0
0.0,-2.2416725,0.5624134974645723,0
0.0,-2.1493573,0.36441055514084936,0
0.0,-2.3354225,0.7604164397882952,0
1.0,-0.13769472,0.8594179109501565,0
0.0,-0.18791284,0.8594179109501565,0
1.0,-0.9057366,0.8594179109501565,0
0.0,-0.5778039,0.8594179109501565,0
1.0,-0.57378435,0.8396176167177843,0
0.0,-0.57458735,0.8435776755642587,0
0.0,-0.65060186,0.8594179109501565,0
0.0,-2.8010476,0.46341202630271083,0
1.0,-2.680374,0.2654090839789879,0
0.0,-3.10926,0.958419382112018,0
0.0,-3.0468268,0.8594179109501565,0
0.0,-2.7405362,0.36441055514084936,0
0.0,-2.9231677,0.6614149686264338,0
0.0,-2.9847994,0.7604164397882952,0
0.0,-2.861921,0.5624134974645723,0
0.0,-0.97234046,0.8594179109501565,0
1.0,-0.18791279,0.8594179109501565,0
0.0,-0.20946056,0.9980199705767625,0
0.0,-0.18485461,0.8396176167177843,0
1.0,-0.17378452,0.8594179109501565,0
1.0,0.0020205919,0.16640761281712646,0
1.0,-1.5530446,0.46341202630271083,0
0.0,-1.5134801,0.36441055514084936,0
1.0,-1.5927463,0.5624134974645723,0
0.0,-1.632604,0.6614149686264338,0
0.0,-1.7128618,0.8594179109501565,0
0.0,-1.474034,0.2654090839789879,0
0.0,-1.7532992,0.958419382112018,0
0.0,-1.6726363,0.7604164397882952,0
1.0,-0.4002464,0.8594179109501565,0
0.0,-2.2953293,0.6614149686264338,0
0.0,-2.2461917,0.5624134974645723,0
0.0,-2.3447096,0.7604164397882952,0
0.0,-2.394348,0.8594179109501565,0
0.0,-2.4442592,0.958419382112018,0
0.0,-2.197282,0.46341202630271083,0
0.0,-2.1485858,0.36441055514084936,0
0.0,-2.1000867,0.2654090839789879,0
0.0,-1.9846994,0.7604164397882952,0
0.0,-1.9397974,0.6614149686264338,0
0.0,-2.029853,0.8594179109501565,0
0.0,-1.8064402,0.36441055514084936,0
0.0,-2.0752764,0.958419382112018,0
0.0,-1.7623807,0.2654090839789879,0
0.0,-1.8951317,0.5624134974645723,0
0.0,-1.8506848,0.46341202630271083,0
1.0,-1.9257537,0.16640761281712646,0
0.0,-2.239489,0.8594179109501565,0
0.0,-0.29732287,0.8594179109501565,0
1.0,-2.2395077,0.8594179109501565,0
0.0,-3.378374,0.8594179109501565,0
0.0,-2.4821,0.2654090839789879,0
0.0,-2.6459343,0.5624134974645723,0
0.0,-2.7012334,0.6614149686264338,0
0.0,-2.7568982,0.7604164397882952,0
0.0,-2.812941,0.8594179109501565,0
0.0,-2.5363805,0.36441055514084936,0
0.0,-2.8693748,0.958419382112018,0
0.0,-2.590988,0.46341202630271083,0
1.0,-2.2395077,0.8594179109501565,0
1.0,-1.9298172,0.16640761281712646,0
0.0,-0.5548495,0.8594179109501565,0
0.0,-0.49938247,0.8594179109501565,0
0.0,-0.534908,0.8594179109501565,0
0.0,-0.6506018,0.8594179109501565,0
1.0,-0.2830529,0.8594179109501565,0
0.0,-2.7740602,0.958419382112018,0
0.0,-2.652629,0.7604164397882952,0
0.0,-2.7131681,0.8594179109501565,0
0.0,-2.4137373,0.36441055514084936,0
0.0,-2.472997,0.46341202630271083,0
0.0,-2.532556,0.5624134974645723,0
0.0,-2.592429,0.6614149686264338,0
0.0,-2.3547633,0.2654090839789879,0
1.0,-0.24835637,0.8594179109501565,0
0.0,-0.18791279,0.8594179109501565,0
1.0,-2.1326058,0.46341202630271083,0
1.0,-2.0239213,0.2654090839789879,0
0.0,-2.242042,0.6614149686264338,0
1.0,-2.1872225,0.5624134974645723,0
1.0,-2.0781772,0.36441055514084936,0
0.0,-2.2970798,0.7604164397882952,0
0.0,-2.4078681,0.958419382112018,0
0.0,-2.3523502,0.8594179109501565,0
0.0,-1.5614492,0.36441055514084936,0
1.0,-1.5212228,0.2654090839789879,0
1.0,-1.6017786,0.46341202630271083,0
0.0,-1.6828194,0.6614149686264338,0
0.0,-1.7235662,0.7604164397882952,0
0.0,-1.6422296,0.5624134974645723,0
0.0,-1.8056021,0.958419382112018,0
0.0,-1.7644877,0.8594179109501565,0
1.0,-1.234999,0.8594179109501565,0
1.0,-0.42689124,0.8594179109501565,0
0.0,-0.18791279,0.8594179109501565,0
1.0,-0.082044244,0.16640761281712646,0
1.0,0.80729717,0.16640761281712646,0
0.0,-0.8780593,0.8594179109501565,0
0.0,-2.1987996,0.958419382112018,0
0.0,-1.9308554,0.36441055514084936,0
0.0,-2.0193353,0.5624134974645723,0
0.0,-1.9750046,0.46341202630271083,0
0.0,-1.8868719,0.2654090839789879,0
0.0,-2.1086073,0.7604164397882952,0
0.0,-2.063864,0.6614149686264338,0
0.0,-2.1535802,0.8594179109501565,0
0.0,-2.2440367,0.8594179109501565,0
0.0,-1.9010905,0.36441055514084936,0
0.0,-2.0519037,0.6614149686264338,0
0.0,-2.10251,0.7604164397882952,0
0.0,-1.8511,0.2654090839789879,0
0.0,-2.153311,0.8594179109501565,0
0.0,-1.9512104,0.46341202630271083,0
0.0,-2.2043226,0.958419382112018,0
0.0,-2.0014758,0.5624134974645723,0
0.0,-2.8495114,0.6614149686264338,0
0.0,-2.6791062,0.36441055514084936,0
0.0,-2.6228828,0.2654090839789879,0
0.0,-2.7356105,0.46341202630271083,0
0.0,-2.9069314,0.7604164397882952,0
0.0,-3.0227668,0.958419382112018,0
0.0,-2.9646792,0.8594179109501565,0
0.0,-2.7924085,0.5624134974645723,0
1.0,-0.082044214,0.16640761281712646,0
0.0,-0.18791287,0.8594179109501565,0
1.0,-0.41255942,0.8594179109501565,0
1.0,0.061172143,0.16640761281712646,0
0.0,-1.3075469,0.6614149686264338,0
0.0,-1.164558,0.2654090839789879,0
0.0,-1.2714896,0.5624134974645723,0
0.0,-1.2356532,0.46341202630271083,0
0.0,-1.3438458,0.7604164397882952,0
0.0,-1.3804077,0.8594179109501565,0
0.0,-1.417253,0.958419382112018,0
0.0,-1.2000163,0.36441055514084936,0
0.0,-0.5349079,0.8594179109501565,0
1.0,-0.53095144,0.8396176167177843,0
0.0,0.80729705,0.16640761281712646,0
0.0,-1.1378766,0.8594179109501565,0
0.0,-0.60467225,0.16640761281712646,0
0.0,-0.17118941,0.8594179109501565,0
1.0,-0.1828736,0.8594179109501565,0
0.0,-0.36205736,0.8594179109501565,0
1.0,-1.8886104,0.8594179109501565,0
1.0,-0.57780385,0.8594179109501565,0
0.0,-1.3804561,0.5624134974645723,0
0.0,-1.3035793,0.36441055514084936,0
0.0,-1.2652894,0.2654090839789879,0
0.0,-1.3419615,0.46341202630271083,0
0.0,-1.4190826,0.6614149686264338,0
0.0,-1.5359517,0.958419382112018,0
0.0,-1.4968109,0.8594179109501565,0
0.0,-1.4578613,0.7604164397882952,0
1.0,-1.0277936,0.8594179109501565,0
1.0,-0.8584611,0.16640761281712646,0
1.0,-0.36820644,0.8594179109501565,0
0.0,0.017498756,0.16640761281712646,0
1.0,-1.254576,0.8594179109501565,0
0.0,-1.728765,0.958419382112018,0
0.0,-1.3214648,0.2654090839789879,0
0.0,-1.4376007,0.46341202630271083,0
0.0,-1.4957054,0.5624134974645723,0
0.0,-1.612073,0.7604164397882952,0
0.0,-1.6703699,0.8594179109501565,0
0.0,-1.5538572,0.6614149686264338,0
0.0,-1.3795263,0.36441055514084936,0
0.0,-0.6046722,0.16640761281712646,0
1.0,-1.1403202,0.8594179109501565,0
1.0,-0.6939706,0.8594179109501565,0
0.0,-1.320182,0.8594179109501565,0
1.0,-1.2802685,0.8594179109501565,0
1.0,-0.7062127,0.8594179109501565,0
0.0,-0.7771718,0.8594179109501565,0
0.0,-0.9726631,0.8594179109501565,0
0.0,-0.60162145,0.8594179109501565,0
1.0,-1.5916556,0.46341202630271083,0
0.0,-1.7093345,0.6614149686264338,0
1.0,-1.5330687,0.36441055514084936,0
0.0,-1.6504055,0.5624134974645723,0
1.0,-1.4746283,0.2654090839789879,0
0.0,-1.8277916,0.8594179109501565,0
0.0,-1.8873502,0.958419382112018,0
0.0,-1.7684581,0.7604164397882952,0
1.0,0.061172135,0.16640761281712646,0
0.0,-1.9909917,0.8594179109501565,0
0.0,-2.262206,0.6614149686264338,0
0.0,-2.4188569,0.958419382112018,0
0.0,-2.3141928,0.7604164397882952,0
0.0,-2.158847,0.46341202630271083,0
1.0,-2.0562046,0.2654090839789879,0
0.0,-2.366405,0.8594179109501565,0
1.0,-2.107444,0.36441055514084936,0
0.0,-2.2104292,0.5624134974645723,0
1.0,0.78510445,0.16640761281712646,0
1.0,0.60215586,0.8594179109501565,0
0.0,-2.0444562,0.36441055514084936,0
0.0,-2.286281,0.8594179109501565,0
0.0,-2.189,0.6614149686264338,0
0.0,-2.2375376,0.7604164397882952,0
0.0,-2.3352468,0.958419382112018,0
0.0,-1.996576,0.2654090839789879,0
1.0,-2.0924761,0.46341202630271083,0
0.0,-2.1406517,0.5624134974645723,0
1.0,-0.5128228,0.16640761281712646,0
0.0,-2.1001244,0.8594179109501565,0
1.0,-1.8345534,0.46341202630271083,0
1.0,-1.7024351,0.2654090839789879,0
0.0,-2.0335317,0.7604164397882952,0
0.0,-2.1668715,0.958419382112018,0
0.0,-1.9670813,0.6614149686264338,0
1.0,-1.7684497,0.36441055514084936,0
0.0,-1.9007596,0.5624134974645723,0
0.0,-0.29732284,0.8594179109501565,0
1.0,-1.7527431,0.8594179109501565,0
1.0,-2.338049,0.8594179109501565,0
0.0,-0.50521415,0.16640761281712646,0
1.0,-2.0920074,0.2654090839789879,0
1.0,-2.141946,0.36441055514084936,0
0.0,-2.343313,0.7604164397882952,0
1.0,-2.4451807,0.958419382112018,0
0.0,-2.2926981,0.6614149686264338,0
1.0,-2.2422757,0.5624134974645723,0
0.0,-2.3941355,0.8594179109501565,0
1.0,-2.1920304,0.46341202630271083,0
0.0,-2.7013078,0.46341202630271083,0
0.0,-2.8731766,0.7604164397882952,0
0.0,-2.989309,0.958419382112018,0
0.0,-2.758303,0.5624134974645723,0
0.0,-2.9310796,0.8594179109501565,0
0.0,-2.588138,0.2654090839789879,0
0.0,-2.6445906,0.36441055514084936,0
0.0,-2.8155885,0.6614149686264338,0
0.0,-0.83363235,0.8594179109501565,0
1.0,-1.1837306,0.8594179109501565,0
0.0,-2.5108452,0.958419382112018,0
0.0,-2.4012246,0.7604164397882952,0
0.0,-2.346818,0.6614149686264338,0
0.0,-2.2926617,0.5624134974645723,0
0.0,-2.2387407,0.46341202630271083,0
0.0,-2.1315455,0.2654090839789879,0
0.0,-2.1850405,0.36441055514084936,0
0.0,-2.455896,0.8594179109501565,0
1.0,-0.9326284,0.8594179109501565,0
1.0,-0.08204423,0.16640761281712646,0
1.0,-0.17387974,0.7683365574812441,0
1.0,-0.18791279,0.8594179109501565,0
0.0,-1.6528774,0.7604164397882952,0
0.0,-1.7127268,0.8594179109501565,0
0.0,-1.4137702,0.36441055514084936,0
0.0,-1.5332989,0.5624134974645723,0
0.0,-1.3539845,0.2654090839789879,0
1.0,-1.5930736,0.6614149686264338,0
0.0,-1.4735361,0.46341202630271083,0
0.0,-1.7726381,0.958419382112018,0
1.0,-0.1709782,0.8594179109501565,0
0.0,-0.6046722,0.16640761281712646,0
1.0,-2.2950425,0.8594179109501565,0
1.0,0.11333546,0.16640761281712646,0
1.0,-1.4701196,0.16640761281712646,0
0.0,-1.501018,0.16640761281712646,0
1.0,0.9020544,0.8594179109501565,0
0.0,-2.9237,0.958419382112018,0
0.0,-2.687456,0.5624134974645723,0
0.0,-2.8640482,0.8594179109501565,0
0.0,-2.8047974,0.7604164397882952,0
0.0,-2.7459373,0.6614149686264338,0
0.0,-2.6293404,0.46341202630271083,0
0.0,-2.57158,0.36441055514084936,0
0.0,-2.5141606,0.2654090839789879,0
0.0,-2.2104292,0.5624134974645723,0
0.0,-2.3141928,0.7604164397882952,0
0.0,-2.262206,0.6614149686264338,0
1.0,-2.1074443,0.36441055514084936,0
1.0,-2.158847,0.46341202630271083,0
0.0,-2.4188569,0.958419382112018,0
1.0,-2.0562046,0.2654090839789879,0
0.0,-2.366405,0.8594179109501565,0
0.0,-0.3220305,0.8594179109501565,0
0.0,-1.6158746,0.2654090839789879,0
0.0,-1.7342424,0.5624134974645723,0
0.0,-1.8549691,0.8594179109501565,0
0.0,-1.895817,0.958419382112018,0
0.0,-1.7741991,0.6614149686264338,0
0.0,-1.6550981,0.36441055514084936,0
0.0,-1.8144357,0.7604164397882952,0
0.0,-1.6945479,0.46341202630271083,0
0.0,-0.5264146,0.8594179109501565,0
1.0,-1.7062907,0.2654090839789879,0
0.0,-2.0737474,0.8594179109501565,0
0.0,-2.0119045,0.7604164397882952,0
1.0,-1.8889805,0.5624134974645723,0
0.0,-1.9503202,0.6614149686264338,0
1.0,-1.7669805,0.36441055514084936,0
0.0,-1.827872,0.46341202630271083,0
0.0,-2.135861,0.958419382112018,0
0.0,-0.4732616,0.8594179109501565,0
0.0,-3.2703888,0.958419382112018,0
0.0,-3.2104034,0.8594179109501565,0
0.0,-2.9748325,0.46341202630271083,0
0.0,-2.8595352,0.2654090839789879,0
0.0,-3.0330884,0.5624134974645723,0
0.0,-3.091762,0.6614149686264338,0
0.0,-3.1508641,0.7604164397882952,0
0.0,-2.916985,0.36441055514084936,0
0.0,-0.503142,0.16640761281712646,0
0.0,-2.1942182,0.8594179109501565,0
0.0,-1.5753019,0.7604164397882952,0
0.0,-1.3935634,0.36441055514084936,0
0.0,-1.6209613,0.8594179109501565,0
0.0,-1.4842902,0.5624134974645723,0
0.0,-1.34826,0.2654090839789879,0
0.0,-1.4389006,0.46341202630271083,0
0.0,-1.666748,0.958419382112018,0
0.0,-1.5297512,0.6614149686264338,0
0.0,-1.612073,0.7604164397882952,0
1.0,-1.3214649,0.2654090839789879,0
0.0,-1.4957054,0.5624134974645723,0
1.0,-1.3795263,0.36441055514084936,0
0.0,-1.6703699,0.8594179109501565,0
0.0,-1.728765,0.958419382112018,0
1.0,-1.4376007,0.46341202630271083,0
0.0,-1.5538572,0.6614149686264338,0
0.0,-2.4693468,0.8594179109501565,0
0.0,-1.8725325,0.8594179109501565,0
0.0,-2.6353478,0.8594179109501565,0
0.0,-2.56547,0.6614149686264338,0
1.0,-2.3519871,0.2654090839789879,0
0.0,-2.6732838,0.8594179109501565,0
0.0,-2.727507,0.958419382112018,0
1.0,-2.4051247,0.36441055514084936,0
1.0,-2.4584084,0.46341202630271083,0
1.0,-2.5118523,0.5624134974645723,0
0.0,-2.619276,0.7604164397882952,0
0.0,-0.3780234,0.8594179109501565,0
0.0,-0.18791279,0.8594179109501565,0
0.0,-2.9751472,0.5624134974645723,0
0.0,-2.8650856,0.36441055514084936,0
0.0,-3.20001,0.958419382112018,0
0.0,-2.810609,0.2654090839789879,0
0.0,-3.1431758,0.8594179109501565,0
0.0,-3.0867608,0.7604164397882952,0
0.0,-2.9199278,0.46341202630271083,0
0.0,-3.0307548,0.6614149686264338,0
0.0,0.054148246,0.16640761281712646,0
0.0,-0.9726631,0.8594179109501565,0
0.0,-0.9662725,0.8396176167177843,0
0.0,-1.0176902,0.9980199705767625,0
0.0,-1.368099,0.36441055514084936,0
0.0,-1.5236964,0.7604164397882952,0
0.0,-1.5628773,0.8594179109501565,0
0.0,-1.6022086,0.958419382112018,0
0.0,-1.329387,0.2654090839789879,0
0.0,-1.4068671,0.46341202630271083,0
0.0,-1.4457102,0.5624134974645723,0
0.0,-1.4846472,0.6614149686264338,0
1.0,-2.4282587,0.36441055514084936,0
1.0,-2.374337,0.2654090839789879,0
0.0,-2.6467943,0.7604164397882952,0
0.0,-2.5917044,0.6614149686264338,0
0.0,-2.5369282,0.5624134974645723,0
0.0,-2.7022102,0.8594179109501565,0
0.0,-2.757966,0.958419382112018,0
0.0,-2.4824507,0.46341202630271083,0
0.0,-2.3141928,0.7604164397882952,0
0.0,-2.158847,0.46341202630271083,0
0.0,-2.0562043,0.2654090839789879,0
0.0,-2.3664048,0.8594179109501565,0
0.0,-2.2104292,0.5624134974645723,0
0.0,-2.418857,0.958419382112018,0
0.0,-2.107444,0.36441055514084936,0
0.0,-2.262206,0.6614149686264338,0
0.0,0.58308613,0.8594179109501565,0
1.0,-1.3110511,0.8594179109501565,0
1.0,-0.88404214,0.16640761281712646,0
0.0,-0.18791285,0.8594179109501565,0
1.0,-0.8358086,0.16640761281712646,0
1.0,-0.18287364,0.8594179109501565,0
0.0,-1.2424461,0.8594179109501565,0
0.0,-2.8047976,0.7604164397882952,0
0.0,-2.8640482,0.8594179109501565,0
0.0,-2.5141606,0.2654090839789879,0
0.0,-2.687456,0.5624134974645723,0
0.0,-2.6293406,0.46341202630271083,0
0.0,-2.9237003,0.958419382112018,0
0.0,-2.5715797,0.36441055514084936,0
0.0,-2.7459373,0.6614149686264338,0
0.0,-2.081131,0.6614149686264338,0
1.0,-1.9522456,0.36441055514084936,0
1.0,-1.9096115,0.2654090839789879,0
1.0,-2.0379887,0.5624134974645723,0
0.0,-1.9950324,0.46341202630271083,0
0.0,-2.1244755,0.7604164397882952,0
0.0,-2.2118368,0.958419382112018,0
0.0,-2.1680386,0.8594179109501565,0
0.0,-1.4376007,0.46341202630271083,0
0.0,-1.5538572,0.6614149686264338,0
0.0,-1.7287651,0.958419382112018,0
0.0,-1.67037,0.8594179109501565,0
0.0,-1.4957054,0.5624134974645723,0
0.0,-1.3795263,0.36441055514084936,0
0.0,-1.3214649,0.2654090839789879,0
0.0,-1.612073,0.7604164397882952,0
0.0,0.16363147,0.16640761281712646,0
0.0,-0.5778039,0.8594179109501565,0
0.0,-1.329387,0.2654090839789879,0
0.0,-1.4068671,0.46341202630271083,0
0.0,-1.5236964,0.7604164397882952,0
0.0,-1.6022085,0.958419382112018,0
1.0,-1.5628772,0.8594179109501565,0
0.0,-1.4457102,0.5624134974645723,0
0.0,-1.368099,0.36441055514084936,0
0.0,-1.4846469,0.6614149686264338,0
0.0,-0.55033845,0.8594179109501565,0
0.0,-1.2802684,0.8594179109501565,0
1.0,-2.2061744,0.8594179109501565,0
1.0,-2.5141606,0.2654090839789879,0
1.0,-2.8047976,0.7604164397882952,0
1.0,-2.8640482,0.8594179109501565,0
0.0,-2.5715797,0.36441055514084936,0
0.0,-2.687456,0.5624134974645723,0
1.0,-2.6293406,0.46341202630271083,0
1.0,-2.9237,0.958419382112018,0
1.0,-2.7459373,0.6614149686264338,0
0.0,-1.234999,0.8594179109501565,0
1.0,-0.93262845,0.8594179109501565,0
1.0,-1.456961,0.8594179109501565,0
0.0,-1.6017786,0.46341202630271083,0
0.0,-1.7644879,0.8594179109501565,0
0.0,-1.6422294,0.5624134974645723,0
0.0,-1.8056021,0.958419382112018,0
0.0,-1.7235662,0.7604164397882952,0
0.0,-1.5212227,0.2654090839789879,0
0.0,-1.5614492,0.36441055514084936,0
0.0,-1.6828194,0.6614149686264338,0
0.0,-0.56034416,0.16640761281712646,0
1.0,-1.3057166,0.36441055514084936,0
0.0,-1.4917692,0.8594179109501565,0
0.0,-1.529452,0.958419382112018,0
0.0,-1.4169358,0.6614149686264338,0
0.0,-1.342679,0.46341202630271083,0
1.0,-1.2688385,0.2654090839789879,0
0.0,-1.3797454,0.5624134974645723,0
0.0,-1.4542705,0.7604164397882952,0
0.0,-1.6939586,0.8594179109501565,0
0.0,-1.6496748,0.7604164397882952,0
0.0,-1.4738365,0.36441055514084936,0
0.0,-1.517639,0.46341202630271083,0
0.0,-1.6055393,0.6614149686264338,0
0.0,-1.4301074,0.2654090839789879,0
0.0,-1.5615337,0.5624134974645723,0
0.0,-1.7384095,0.958419382112018,0
1.0,-0.45050204,0.8594179109501565,0
1.0,0.89216894,0.8594179109501565,0
0.0,0.87109,0.16640761281712646,0
1.0,-0.77483517,0.8594179109501565,0
1.0,-2.1850402,0.36441055514084936,0
1.0,-2.2387407,0.46341202630271083,0
0.0,-2.4012246,0.7604164397882952,0
0.0,-2.455896,0.8594179109501565,0
1.0,-2.1315455,0.2654090839789879,0
1.0,-2.2926617,0.5624134974645723,0
